arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force
0.166,0,1030000,S,5
0.512,0,1000000,B,5
0.574,0,1050000,S,5
0.73,0,1010000,B,5
0.827,0,1000000,B,5
0.883,0,1020000,B,5
0.953,0,1020000,B,5
1.035,0,1080000,S,5
1.161,0,1000000,B,5
1.238,0,990000,B,5
1.271,0,1020000,B,5
1.33,0,1060000,B,5
1.349,0,970000,B,5
1.355,0,1060000,S,5
1.562,0,1040000,S,5
1.564,0,960000,B,5
1.608,0,1110000,S,5
1.631,0,1060000,S,5
2.173,0,1040000,S,5
2.222,0,980000,B,5
2.24,0,1040000,S,5
2.627,0,1000000,B,5
2.691,0,1010000,B,5
2.817,0,1090000,S,5
2.864,0,980000,B,5
2.911,0,980000,B,5
2.926,0,1030000,S,5
2.944,0,950000,B,5
2.987,0,1080000,S,5
3.476,0,950000,B,5
3.596,0,990000,B,5
3.608,0,1020000,B,5
3.623,0,1040000,B,5
3.765,0,1070000,S,5
3.843,0,1080000,S,5
3.865,0,1080000,S,5
4.16,0,1000000,S,5
4.222,0,1110000,S,5
4.235,0,1030000,B,5
4.251,0,1010000,S,5
4.395,0,990000,B,5
4.409,0,1070000,S,5
4.569,0,1040000,B,5
4.593,0,990000,B,5
4.601,0,1050000,S,5
4.68,0,1050000,B,5
4.728,0,1040000,S,5
4.881,0,1000000,B,5
5.002,0,970000,B,5
5.01,0,1010000,B,5
5.135,0,1010000,S,5
5.23,0,950000,B,5
5.537,0,960000,B,5
5.687,0,960000,B,5
5.698,0,980000,S,5
5.71,0,1010000,S,5
5.821,0,960000,B,5
5.915,0,970000,S,5
5.941,0,1010000,S,5
6.022,0,990000,S,5
6.203,0,970000,B,5
6.262,0,1030000,B,5
6.311,0,970000,S,5
6.617,0,980000,B,5
6.646,0,940000,B,5
6.709,0,1010000,B,5
6.812,0,990000,S,5
6.877,0,1060000,S,5
7.001,0,1050000,S,5
7.138,0,980000,S,5
7.275,0,950000,B,5
7.29,0,970000,B,5
7.408,0,980000,S,5
7.447,0,1020000,S,5
7.489,0,1000000,B,5
7.554,0,1020000,S,5
7.814,0,930000,B,5
7.83,0,990000,B,5
7.864,0,960000,B,5
8.164,0,990000,B,5
8.337,0,980000,B,5
8.434,0,1010000,S,5
8.505,0,1020000,B,5
8.865,0,940000,B,5
9.05,0,990000,S,5
9.084,0,1000000,B,5
9.101,0,970000,B,5
9.211,0,970000,B,5
9.218,0,950000,S,5
9.314,0,960000,B,5
9.356,0,970000,B,5
9.358,0,1030000,S,5
9.422,0,1050000,B,5
9.547,0,990000,S,5
9.603,0,1000000,B,5
9.819,0,1060000,S,5
9.84,0,1040000,S,5
9.904,0,970000,B,5
9.995,0,980000,B,5
10.107,0,1010000,B,5
10.185,0,900000,B,5
10.407,0,1010000,S,5
10.566,0,940000,S,5
10.643,0,920000,B,5
10.71,0,1060000,S,5
10.71,0,990000,S,5
