arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force,fundamental_value
0.123,1,850000,S,5,792229.801
3.099,1,960000,B,5,997122.449
3.117,1,1030000,S,5,997122.449
3.557,1,1010000,S,5,997122.449
4.175,1,1020000,S,5,997122.449
4.283,1,1000000,B,5,997122.449
4.766,1,970000,B,5,997122.449
5.341,1,960000,B,5,986612.37
5.372,1,930000,B,5,986612.37
6.394,1,970000,B,5,986612.37
6.594,1,930000,B,5,986612.37
7.013,1,990000,S,5,986612.37
7.516,1,950000,B,5,986612.37
7.523,1,990000,B,5,986612.37
7.948,1,1000000,S,5,986612.37
9.186,1,970000,B,5,986612.37
9.202,1,970000,B,5,986612.37
9.38,1,950000,B,5,986612.37
9.45,1,1000000,S,5,986612.37
10.267,1,980000,S,5,986612.37
11.811,1,980000,B,5,986612.37
12.233,1,1020000,S,5,986612.37
12.333,1,980000,B,5,986612.37
12.392,1,960000,S,5,986612.37
12.671,1,1010000,B,5,986612.37
13.321,1,980000,S,5,986612.37
13.323,1,990000,B,5,986612.37
13.976,1,990000,S,5,986612.37
14.523,1,960000,B,5,986612.37
14.56,1,970000,B,5,986612.37
14.841,1,1010000,S,5,986612.37
14.961,1,1020000,S,5,986612.37
15.386,1,990000,S,5,986612.37
16.277,1,910000,B,5,986612.37
17.304,1,980000,B,5,986612.37
18.456,1,1000000,S,5,986612.37
18.707,1,1000000,B,5,986612.37
18.74,1,1060000,S,5,986612.37
19.367,1,1000000,B,5,986612.37
19.749,1,910000,B,5,986612.37
20.105,1,960000,B,5,986612.37
20.862,1,1020000,S,5,986612.37
20.922,1,980000,B,5,986612.37
20.966,1,1000000,S,5,986612.37
21.416,1,1000000,B,5,986612.37
21.506,1,1010000,B,5,986612.37
22.295,1,970000,B,5,986612.37
22.549,1,960000,B,5,986612.37
23.044,1,1000000,S,5,986612.37
23.111,1,1020000,S,5,986612.37
24.13,1,970000,S,5,986612.37
24.263,1,990000,S,5,986612.37
25.507,1,930000,B,5,944166.597
25.614,1,980000,S,5,961006.017
25.829,1,970000,B,5,961006.017
26.009,1,930000,B,5,961006.017
26.705,1,980000,B,5,961006.017
27.461,1,1000000,S,5,961006.017
27.72,1,940000,B,5,961006.017
27.847,1,960000,B,5,961006.017
29.28,1,990000,S,5,961006.017
29.298,1,940000,B,5,961006.017
29.683,1,1020000,S,5,961006.017
30.116,1,960000,B,5,961006.017
30.148,1,940000,B,5,961006.017
30.278,1,960000,S,5,961006.017
30.316,1,960000,B,5,961006.017
30.525,1,950000,B,5,961006.017
32.01,1,950000,S,5,961006.017
33.211,1,940000,B,5,961006.017
33.484,1,1010000,S,5,961006.017
35.835,1,890000,B,5,924099.403
36.66,1,940000,S,5,924099.403
36.662,1,850000,B,5,924099.403
37.089,1,920000,B,5,924099.403
37.202,1,950000,S,5,924099.403
38.245,1,940000,S,5,924099.403
38.308,1,830000,B,5,924099.403
38.464,1,970000,B,5,924099.403
38.588,1,930000,B,5,924099.403
39.67,1,940000,S,5,924099.403
39.693,1,900000,B,5,924099.403
39.86,1,980000,S,5,924099.403
39.974,1,870000,B,5,924099.403
43.502,1,820000,B,5,858244.812
45.184,1,880000,B,5,875564.721
46.668,1,900000,B,5,875564.721
46.687,1,800000,B,5,875564.721
48.469,1,880000,S,5,875564.721
48.709,1,900000,B,5,875564.721
49.191,1,880000,B,5,875564.721
49.221,1,920000,S,5,875564.721
50.508,1,860000,S,5,875564.721
50.802,1,860000,B,5,875564.721
50.82,1,900000,S,5,875564.721
50.919,1,960000,S,5,875564.721
51.853,1,850000,B,5,875564.721
51.963,1,880000,B,5,875564.721
52.919,1,830000,S,5,875564.721
54.445,1,820000,B,5,875564.721
54.451,1,890000,S,5,875564.721
55.154,1,840000,B,5,875564.721
55.33,1,890000,S,5,875564.721
56.045,1,900000,S,5,875564.721
56.738,1,820000,B,5,875564.721
57.234,1,880000,B,5,875564.721
57.689,1,910000,S,5,882296.578
57.699,1,900000,S,5,882296.578
57.861,1,900000,B,5,882296.578
57.924,1,820000,B,5,882296.578
59.68,1,870000,B,5,882296.578
59.687,1,970000,S,5,882296.578
60.29,1,850000,B,5,882296.578
60.804,1,900000,B,5,882296.578
61.132,1,890000,B,5,882296.578
61.476,1,920000,S,5,882296.578
62.949,1,830000,B,5,882296.578
63.316,1,830000,B,5,882296.578
63.869,1,940000,S,5,882296.578
63.884,1,860000,S,5,882296.578
64.335,1,860000,B,5,882296.578
64.407,1,830000,B,5,882296.578
64.427,1,870000,S,5,882296.578
64.818,1,920000,B,5,882296.578
65.426,1,920000,S,5,882296.578
65.797,1,910000,B,5,882296.578
66.323,1,930000,S,5,882296.578
68.336,1,840000,B,5,882296.578
69.751,1,840000,B,5,882296.578
69.761,1,880000,B,5,882296.578
69.834,1,890000,S,5,882296.578
70.228,1,850000,B,5,882296.578
71.462,1,850000,B,5,882296.578
71.674,1,860000,S,5,882296.578
71.774,1,840000,B,5,882296.578
72.744,1,870000,S,5,882296.578
72.971,1,860000,S,5,882296.578
74.21,1,940000,S,5,882296.578
74.655,1,920000,S,5,882298.342
76.052,1,900000,B,5,882298.342
76.472,1,940000,S,5,882298.342
77.111,1,900000,S,5,882298.342
77.133,1,860000,B,5,882298.342
77.432,1,930000,S,5,882298.342
79.004,1,840000,B,5,882298.342
79.185,1,860000,B,5,882298.342
79.434,1,830000,B,5,882298.342
79.5,1,890000,B,5,882298.342
80.368,1,890000,S,5,882298.342
81.36,1,860000,S,5,882298.342
83.435,1,850000,B,5,882298.342
83.804,1,880000,B,5,882298.342
84.598,1,850000,S,5,882298.342
84.821,1,930000,S,5,882298.342
85.074,1,870000,B,5,882298.342
85.771,1,970000,S,5,882298.342
85.897,1,840000,S,5,882298.342
86.716,1,940000,S,5,882298.342
86.87,1,940000,S,5,882298.342
87.045,1,940000,S,5,882298.342
88.573,1,960000,S,5,882298.342
88.581,1,880000,S,5,882298.342
88.68,1,860000,S,5,882298.342
89.244,1,870000,B,5,882298.342
90.305,1,890000,S,5,882298.342
90.764,1,850000,B,5,882298.342
90.952,1,930000,S,5,882298.342
91.112,1,820000,B,5,882298.342
91.663,1,830000,B,5,882298.342
91.881,1,890000,S,5,882298.342
92.469,1,870000,B,5,882298.342
92.492,1,940000,S,5,882298.342
93.669,1,930000,S,5,882298.342
94.633,1,930000,S,5,882298.342
94.895,1,930000,B,5,901228.846
94.964,1,930000,S,5,901228.846
95.888,1,850000,B,5,901228.846
96.127,1,860000,B,5,901228.846
96.5,1,920000,B,5,901228.846
96.919,1,940000,S,5,901228.846
96.982,1,860000,B,5,901228.846
97.22,1,870000,B,5,901228.846
98.423,1,910000,B,5,940372.28
98.833,1,980000,S,5,940372.28
99.359,1,950000,B,5,940372.28
99.412,1,910000,B,5,940372.28
99.697,1,930000,B,5,940372.28
100.208,1,970000,S,5,940372.28
100.321,1,930000,S,5,940372.28
100.397,1,940000,B,5,940372.28
103.064,1,910000,B,5,895243.276
103.957,1,890000,B,5,895243.276
104.397,1,880000,B,5,895243.276
104.796,1,960000,S,5,895243.276
105.135,1,920000,B,5,895243.276
105.254,1,960000,S,5,895243.276
105.825,1,840000,B,5,895243.276
106.559,1,950000,S,5,895243.276
106.596,1,940000,B,5,895243.276
106.789,1,930000,S,5,895243.276
106.821,1,900000,B,5,895243.276
107.711,1,930000,S,5,895243.276
107.916,1,880000,S,5,895243.276
108.622,1,880000,S,5,895243.276
108.643,1,840000,B,5,895243.276
108.843,1,900000,S,5,895243.276
109.791,1,920000,B,5,895243.276
110.544,1,890000,B,5,895243.276
111.629,1,870000,S,5,895243.276
111.654,1,870000,B,5,895243.276
112.272,1,890000,B,5,895243.276
112.53,1,840000,B,5,895243.276
112.566,1,930000,S,5,895243.276
112.604,1,880000,B,5,895243.276
112.983,1,870000,S,5,895243.276
113.136,1,930000,B,5,895243.276
114.046,1,900000,B,5,895243.276
114.733,1,910000,B,5,895243.276
115.178,1,930000,B,5,895243.276
115.829,1,880000,S,5,856417.781
115.86,1,850000,B,5,856417.781
116.509,1,850000,B,5,856417.781
118.415,1,810000,B,5,855104.415
118.819,1,890000,B,5,855104.415
118.853,1,820000,B,5,855104.415
118.909,1,820000,B,5,855104.415
119.074,1,880000,S,5,855104.415
120.817,1,860000,S,5,855104.415
120.919,1,920000,S,5,855104.415
122.128,1,860000,S,5,855104.415
122.74,1,840000,S,5,855104.415
123.468,1,830000,B,5,855104.415
123.553,1,860000,B,5,855104.415
124.15,1,870000,S,5,855104.415
124.181,1,830000,B,5,855104.415
126.188,1,860000,S,5,855104.415
126.534,1,830000,B,5,855104.415
126.783,1,810000,B,5,826577.404
128.897,1,840000,S,5,826577.404
128.993,1,860000,S,5,826577.404
129.385,1,820000,B,5,826577.404
130.28,1,830000,B,5,826577.404
131.583,1,790000,B,5,826577.404
132.668,1,790000,B,5,826577.404
132.81,1,820000,B,5,826577.404
132.962,1,850000,S,5,826577.404
133.715,1,830000,S,5,826577.404
133.821,1,840000,S,5,826577.404
133.828,1,820000,S,5,826577.404
133.913,1,870000,S,5,826577.404
134.146,1,790000,B,5,826577.404
134.813,1,770000,S,5,826577.404
135.561,1,800000,S,5,826577.404
135.711,1,890000,S,5,826577.404
135.931,1,880000,S,5,826577.404
136.02,1,870000,S,5,826577.404
136.219,1,840000,S,5,826577.404
136.773,1,800000,S,5,826577.404
137.002,1,830000,S,5,826577.404
138.303,1,790000,B,5,826577.404
139.502,1,840000,B,5,826577.404
139.679,1,850000,B,5,826577.404
139.782,1,800000,B,5,826577.404
139.822,1,880000,B,5,826577.404
139.847,1,820000,B,5,826577.404
140.011,1,840000,B,5,826577.404
140.195,1,870000,S,5,826577.404
140.588,1,840000,S,5,826577.404
140.671,1,800000,B,5,826577.404
141.903,1,870000,S,5,826577.404
143.0,1,850000,S,5,826577.404
143.416,1,840000,B,5,826577.404
143.735,1,830000,S,5,826577.404
144.619,1,790000,B,5,826577.404
146.301,1,810000,B,5,826577.404
146.443,1,820000,B,5,826577.404
146.49,1,800000,B,5,826577.404
147.203,1,860000,S,5,826577.404
147.292,1,850000,S,5,826577.404
148.266,1,820000,S,5,826577.404
149.462,1,900000,S,5,900781.901
149.471,1,870000,B,5,900781.901
149.508,1,840000,B,5,900781.901
149.724,1,920000,S,5,900781.901
149.887,1,880000,B,5,900781.901
149.992,1,840000,B,5,900781.901
150.289,1,850000,B,5,900781.901
152.174,1,930000,S,5,900781.901
152.236,1,940000,S,5,900781.901
152.347,1,930000,S,5,900781.901
152.574,1,870000,B,5,900781.901
