arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force,fundamental_value
0.03,1,1440000,S,5,1425453.892
0.513,1,1420000,B,5,1425453.892
0.641,1,1390000,B,5,1425453.892
1.622,1,1370000,B,5,1425453.892
4.442,1,1460000,S,5,1425453.892
4.484,1,1400000,B,5,1425453.892
4.56,1,1430000,B,5,1425453.892
4.733,1,1400000,B,5,1425453.892
4.89,1,1380000,B,5,1425453.892
4.935,1,1420000,B,5,1425453.892
5.261,1,1020000,S,5,1027735.021
5.944,1,1020000,B,5,1027735.021
6.291,1,980000,B,5,1027735.021
6.333,1,980000,B,5,1027735.021
6.711,1,1050000,B,5,1062277.375
7.079,1,1060000,S,5,1062277.375
7.6,1,1080000,S,5,1062548.414
7.73,1,1020000,B,5,1062548.414
7.793,1,1080000,S,5,1062548.414
8.097,1,1040000,B,5,1062548.414
8.321,1,1070000,S,5,1062548.414
8.76,1,1110000,S,5,1062548.414
9.083,1,1120000,S,5,1062548.414
9.284,1,970000,B,5,1062548.414
9.762,1,1080000,B,5,1062548.414
10.219,1,1020000,B,5,1062548.414
10.86,1,1020000,B,5,1062548.414
11.015,1,1100000,S,5,1077212.056
11.154,1,1050000,B,5,1077212.056
12.722,1,1040000,B,5,1077212.056
12.891,1,1130000,S,5,1077212.056
13.797,1,1110000,B,5,1077212.056
14.081,1,1050000,S,5,1077212.056
14.611,1,1090000,S,5,1077212.056
14.955,1,1100000,S,5,1077212.056
15.465,1,1060000,B,5,1077212.056
15.618,1,1090000,S,5,1077212.056
16.354,1,1050000,S,5,1077212.056
16.661,1,1030000,B,5,1077212.056
16.746,1,1010000,S,5,1077212.056
17.691,1,1130000,S,5,1077212.056
19.216,1,1120000,S,5,1077212.056
19.258,1,1080000,S,5,1077212.056
19.265,1,1080000,S,5,1077212.056
19.623,1,1060000,S,5,1077212.056
20.111,1,1110000,S,5,1077212.056
20.747,1,1030000,B,5,1077212.056
20.849,1,1130000,S,5,1077212.056
21.876,1,1060000,B,5,1085038.773
22.09,1,1100000,S,5,1085038.773
22.538,1,1070000,B,5,1085038.773
23.913,1,980000,B,5,1085038.773
24.128,1,1090000,S,5,1085038.773
24.309,1,1030000,B,5,1085038.773
25.095,1,1080000,B,5,1085038.773
25.381,1,1020000,B,5,1085038.773
25.963,1,1070000,S,5,1085038.773
26.602,1,1060000,B,5,1085038.773
26.638,1,1010000,B,5,1085038.773
27.096,1,1080000,S,5,1085038.773
28.041,1,1060000,S,5,1085038.773
28.102,1,1130000,S,5,1085038.773
28.154,1,1000000,B,5,1085038.773
28.677,1,1030000,B,5,1085038.773
29.229,1,1090000,B,5,1085038.773
29.379,1,1070000,B,5,1085038.773
29.991,1,1110000,B,5,1085038.773
30.086,1,1140000,S,5,1085038.773
30.267,1,1100000,S,5,1085038.773
31.241,1,1130000,S,5,1085038.773
31.313,1,1050000,B,5,1085038.773
31.672,1,1040000,B,5,1085038.773
31.964,1,1050000,B,5,1085038.773
32.07,1,1050000,B,5,1085038.773
32.37,1,1160000,S,5,1085038.773
32.38,1,1150000,S,5,1085038.773
33.05,1,1070000,B,5,1085038.773
34.122,1,1100000,S,5,1117492.085
34.165,1,1130000,S,5,1117492.085
35.656,1,1180000,S,5,1117492.085
35.705,1,1080000,B,5,1117492.085
35.733,1,1100000,S,5,1117492.085
35.946,1,1090000,B,5,1117492.085
36.496,1,1140000,B,5,1181674.89
37.701,1,1250000,S,5,1181674.89
37.904,1,1220000,S,5,1181674.89
38.347,1,1230000,S,5,1181674.89
38.644,1,1210000,S,5,1181674.89
39.489,1,1170000,B,5,1181674.89
39.7,1,1140000,B,5,1181674.89
39.727,1,1180000,S,5,1181674.89
40.049,1,1200000,S,5,1181674.89
40.318,1,1170000,B,5,1181674.89
40.551,1,1150000,S,5,1181674.89
41.064,1,1190000,S,5,1181674.89
43.556,1,1160000,B,5,1181674.89
44.255,1,1210000,B,5,1181674.89
44.65,1,1180000,S,5,1181674.89
45.56,1,1140000,B,5,1193521.943
46.008,1,1180000,B,5,1193521.943
46.462,1,1190000,S,5,1193521.943
47.308,1,1170000,B,5,1193521.943
48.086,1,1220000,S,5,1193521.943
48.867,1,1210000,S,5,1193521.943
49.009,1,1190000,S,5,1193521.943
49.106,1,1290000,S,5,1193521.943
50.546,1,1160000,B,5,1193521.943
50.832,1,1190000,S,5,1193521.943
51.128,1,1210000,S,5,1193521.943
51.652,1,1220000,S,5,1193521.943
51.952,1,1190000,B,5,1193521.943
52.783,1,1200000,S,5,1193521.943
54.416,1,1240000,S,5,1193521.943
54.424,1,1170000,B,5,1193521.943
54.831,1,1240000,S,5,1193521.943
55.09,1,1240000,S,5,1193521.943
55.437,1,1190000,S,5,1165293.511
56.889,1,1200000,B,5,1165293.511
57.784,1,1150000,B,5,1165293.511
58.926,1,1140000,B,5,1165293.511
59.241,1,1180000,S,5,1165293.511
59.727,1,1110000,B,5,1165293.511
59.834,1,1170000,S,5,1165293.511
63.243,1,1150000,S,5,1165293.511
64.071,1,1110000,B,5,1165293.511
65.656,1,1140000,B,5,1165293.511
65.687,1,1120000,B,5,1165293.511
67.359,1,1090000,B,5,1165293.511
67.385,1,1260000,S,5,1165293.511
68.68,1,1230000,B,5,1217838.443
69.683,1,1240000,S,5,1217838.443
69.886,1,1200000,B,5,1217838.443
70.918,1,1160000,B,5,1217838.443
71.073,1,1200000,B,5,1217838.443
72.374,1,1230000,B,5,1211149.024
72.869,1,1240000,S,5,1211149.024
72.907,1,1200000,B,5,1211149.024
73.503,1,1180000,B,5,1211149.024
73.527,1,1180000,B,5,1211149.024
74.601,1,1200000,B,5,1211149.024
74.8,1,1270000,S,5,1211149.024
75.518,1,1200000,B,5,1211149.024
75.712,1,1250000,S,5,1211149.024
76.097,1,1250000,S,5,1211149.024
76.31,1,1250000,S,5,1211149.024
76.97,1,1240000,S,5,1211149.024
77.575,1,1230000,S,5,1211149.024
77.766,1,1210000,B,5,1211149.024
78.197,1,1210000,S,5,1211149.024
78.5,1,1210000,S,5,1211149.024
80.175,1,1160000,S,5,1211149.024
80.858,1,1170000,B,5,1211149.024
81.098,1,1180000,S,5,1211149.024
81.592,1,1230000,B,5,1211149.024
81.95,1,1210000,B,5,1211149.024
83.46,1,1210000,S,5,1211149.024
83.953,1,1220000,S,5,1211149.024
84.323,1,1170000,B,5,1211149.024
84.611,1,1240000,B,5,1211149.024
