arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force
0.024,0,990000,S,5
0.231,0,870000,B,5
0.302,0,1020000,S,5
0.306,0,940000,B,5
0.427,0,970000,S,5
0.537,0,950000,B,5
0.588,0,960000,S,5
0.64,0,960000,S,5
0.666,0,1010000,S,5
0.751,0,930000,B,5
1.058,0,960000,S,5
1.075,0,880000,B,5
1.246,0,960000,B,5
1.276,0,960000,B,5
1.318,0,990000,S,5
1.41,0,930000,S,5
1.566,0,920000,S,5
1.609,0,900000,B,5
1.615,0,910000,B,5
1.653,0,940000,B,5
1.681,0,990000,S,5
1.737,0,980000,S,5
1.746,0,970000,S,5
1.965,0,960000,S,5
1.985,0,1000000,S,5
2.126,0,1010000,S,5
2.323,0,900000,B,5
2.444,0,970000,S,5
2.736,0,960000,B,5
2.737,0,930000,B,5
2.911,0,980000,S,5
2.959,0,950000,B,5
2.995,0,930000,B,5
3.063,0,950000,S,5
3.082,0,940000,S,5
3.099,0,1010000,S,5
3.143,0,990000,S,5
3.148,0,930000,B,5
3.206,0,940000,B,5
3.31,0,1020000,S,5
3.442,0,980000,B,5
3.522,0,970000,S,5
3.554,0,1000000,B,5
3.638,0,1020000,B,5
3.655,0,940000,S,5
3.829,0,940000,B,5
3.85,0,920000,B,5
4.166,0,920000,B,5
4.243,0,1000000,S,5
4.363,0,960000,S,5
4.55,0,920000,B,5
5.066,0,1000000,S,5
5.067,0,860000,B,5
5.113,0,910000,B,5
5.22,0,960000,S,5
5.32,0,990000,S,5
5.341,0,940000,B,5
5.372,0,1000000,B,5
5.68,0,990000,S,5
5.803,0,930000,B,5
5.861,0,1010000,S,5
5.878,0,980000,B,5
6.168,0,1010000,B,5
6.204,0,910000,B,5
6.248,0,970000,B,5
6.253,0,960000,B,5
6.367,0,990000,B,5
6.397,0,1000000,S,5
6.546,0,940000,S,5
6.585,0,990000,S,5
6.595,0,940000,B,5
6.774,0,970000,S,5
6.908,0,920000,B,5
7.057,0,970000,B,5
7.254,0,1020000,S,5
7.277,0,890000,B,5
7.32,0,1020000,S,5
7.343,0,890000,B,5
7.454,0,870000,B,5
7.469,0,840000,B,5
7.814,0,880000,S,5
7.834,0,840000,B,5
7.852,0,910000,S,5
8.031,0,860000,B,5
8.058,0,820000,B,5
8.096,0,870000,B,5
8.112,0,900000,S,5
8.113,0,920000,S,5
8.196,0,940000,S,5
8.314,0,850000,B,5
8.411,0,870000,S,5
8.454,0,850000,B,5
8.463,0,870000,B,5
8.498,0,860000,B,5
8.54,0,850000,S,5
8.685,0,960000,S,5
8.864,0,950000,S,5
8.963,0,880000,B,5
9.08,0,880000,S,5
9.135,0,890000,B,5
9.156,0,860000,B,5
9.352,0,830000,B,5
9.402,0,860000,B,5
9.44,0,890000,S,5
9.445,0,890000,S,5
9.456,0,900000,S,5
9.458,0,870000,S,5
9.635,0,860000,B,5
9.678,0,950000,S,5
9.78,0,880000,S,5
9.865,0,880000,S,5
9.871,0,910000,S,5
9.892,0,880000,S,5
9.923,0,910000,S,5
9.937,0,870000,B,5
10.045,0,860000,B,5
10.095,0,910000,S,5
10.133,0,880000,S,5
10.143,0,870000,S,5
10.289,0,920000,S,5
10.309,0,920000,S,5
10.464,0,1000000,S,5
10.838,0,910000,S,5
11.328,0,850000,B,5
11.373,0,860000,B,5
11.42,0,890000,B,5
11.49,0,840000,B,5
11.498,0,840000,B,5
11.636,0,890000,B,5
11.661,0,890000,B,5
11.737,0,890000,S,5
11.74,0,930000,B,5
11.829,0,880000,S,5
11.85,0,910000,S,5
11.965,0,930000,B,5
12.107,0,870000,B,5
12.128,0,890000,B,5
12.464,0,890000,B,5
12.51,0,920000,S,5
12.559,0,920000,S,5
12.591,0,900000,S,5
12.599,0,890000,S,5
12.858,0,880000,B,5
13.041,0,900000,S,5
13.085,0,890000,S,5
13.105,0,880000,S,5
13.502,0,920000,S,5
13.7,0,890000,S,5
13.765,0,920000,S,5
13.845,0,840000,B,5
13.92,0,920000,S,5
14.186,0,970000,S,5
14.237,0,950000,S,5
14.293,0,890000,S,5
14.302,0,860000,B,5
14.319,0,820000,B,5
14.371,0,890000,S,5
14.441,0,860000,B,5
14.515,0,900000,B,5
14.548,0,870000,B,5
14.699,0,940000,S,5
14.906,0,900000,S,5
15.211,0,820000,S,5
15.213,0,820000,B,5
15.223,0,850000,S,5
15.366,0,800000,B,5
15.402,0,760000,B,5
15.478,0,820000,S,5
15.486,0,840000,S,5
15.683,0,760000,B,5
15.712,0,820000,S,5
15.832,0,760000,B,5
15.849,0,790000,S,5
16.123,0,800000,B,5
16.128,0,850000,S,5
16.25,0,800000,B,5
16.414,0,760000,B,5
16.53,0,810000,S,5
16.546,0,860000,S,5
16.613,0,790000,B,5
16.629,0,840000,S,5
16.715,0,780000,B,5
16.721,0,790000,S,5
16.85,0,780000,B,5
17.134,0,810000,S,5
17.451,0,750000,B,5
17.624,0,760000,B,5
17.647,0,790000,B,5
17.709,0,790000,B,5
17.833,0,760000,B,5
17.99,0,800000,S,5
18.144,0,910000,S,5
18.144,0,790000,S,5
18.15,0,860000,S,5
18.173,0,820000,S,5
18.251,0,840000,S,5
18.311,0,830000,B,5
18.384,0,810000,S,5
18.431,0,850000,S,5
18.509,0,770000,B,5
18.518,0,810000,B,5
18.56,0,810000,S,5
19.094,0,780000,B,5
19.106,0,770000,B,5
19.128,0,780000,B,5
19.182,0,820000,S,5
