arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force
0.234,0,730000,S,5
0.53,0,660000,B,5
0.638,0,740000,S,5
0.741,0,780000,S,5
0.78,0,700000,B,5
0.795,0,690000,B,5
0.86,0,720000,B,5
0.906,0,780000,S,5
0.916,0,700000,S,5
1.02,0,660000,S,5
1.075,0,800000,S,5
1.129,0,770000,S,5
1.177,0,730000,B,5
1.217,0,740000,S,5
1.434,0,1090000,S,5
1.513,0,1030000,B,5
1.588,0,1040000,S,5
1.682,0,1050000,B,5
1.766,0,960000,B,5
1.885,0,980000,S,5
1.902,0,1040000,S,5
2.08,0,1000000,B,5
2.251,0,990000,S,5
2.308,0,990000,B,5
2.356,0,1030000,S,5
2.419,0,1030000,S,5
2.446,0,960000,S,5
2.548,0,1010000,B,5
2.663,0,960000,B,5
2.784,0,990000,B,5
2.831,0,990000,S,5
3.333,0,1010000,S,5
3.414,0,1020000,B,5
3.493,0,1000000,B,5
3.525,0,1020000,B,5
3.602,0,970000,B,5
3.613,0,1010000,S,5
3.675,0,1010000,S,5
3.678,0,1000000,S,5
3.731,0,970000,B,5
3.74,0,1030000,B,5
3.796,0,970000,B,5
3.922,0,1040000,B,5
3.94,0,1010000,B,5
4.201,0,1030000,B,5
4.285,0,1080000,S,5
4.493,0,950000,B,5
4.505,0,950000,B,5
4.667,0,860000,B,5
4.742,0,970000,S,5
4.84,0,900000,S,5
5.005,0,930000,S,5
5.163,0,800000,B,5
5.244,0,870000,S,5
5.34,0,850000,S,5
5.367,0,820000,B,5
5.477,0,750000,B,5
5.571,0,770000,B,5
5.606,0,840000,S,5
5.626,0,840000,S,5
5.709,0,860000,B,5
5.831,0,830000,S,5
5.92,0,840000,B,5
6.113,0,820000,S,5
6.203,0,820000,S,5
6.23,0,860000,S,5
6.395,0,870000,S,5
6.401,0,820000,S,5
6.571,0,800000,B,5
6.64,0,810000,B,5
6.796,0,860000,S,5
6.836,0,850000,B,5
6.932,0,830000,B,5
6.978,0,850000,S,5
6.991,0,820000,S,5
7.084,0,870000,S,5
