arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force
0.022,0,960000,B,5
0.023,0,1030000,S,5
0.04,0,1040000,S,5
0.083,0,990000,B,5
0.123,0,1030000,S,5
0.261,0,980000,B,5
0.271,0,1020000,S,5
0.479,0,1040000,S,5
0.486,0,1000000,S,5
0.612,0,970000,B,5
0.614,0,960000,B,5
0.707,0,1000000,S,5
0.888,0,1050000,S,5
1.034,0,910000,B,5
1.066,0,1010000,B,5
1.115,0,1050000,S,5
1.141,0,940000,B,5
1.165,0,990000,B,5
1.262,0,970000,B,5
1.457,0,970000,B,5
1.5,0,1030000,S,5
1.567,0,930000,B,5
1.586,0,990000,B,5
1.747,0,970000,S,5
1.785,0,980000,B,5
1.799,0,1010000,S,5
1.818,0,990000,S,5
1.857,0,1020000,S,5
1.933,0,1050000,S,5
1.943,0,990000,B,5
1.947,0,1000000,B,5
2.1,0,990000,B,5
2.195,0,1000000,B,5
2.198,0,1000000,S,5
2.202,0,990000,S,5
2.203,0,1010000,S,5
2.226,0,1030000,B,5
2.283,0,990000,B,5
2.387,0,1000000,S,5
2.401,0,1060000,S,5
2.407,0,980000,B,5
2.449,0,1020000,S,5
2.481,0,990000,B,5
2.495,0,1000000,B,5
2.561,0,950000,B,5
2.683,0,940000,B,5
2.693,0,1000000,S,5
2.696,0,1010000,S,5
2.796,0,1040000,S,5
2.818,0,1000000,B,5
2.846,0,1020000,S,5
2.88,0,980000,B,5
2.93,0,990000,S,5
2.963,0,1010000,B,5
3.007,0,1060000,B,5
3.034,0,960000,B,5
3.036,0,1000000,B,5
3.064,0,1040000,B,5
3.216,0,930000,B,5
3.327,0,990000,S,5
3.329,0,1060000,S,5
3.383,0,970000,S,5
3.409,0,970000,B,5
3.464,0,1040000,B,5
3.467,0,1020000,B,5
3.481,0,1040000,S,5
3.488,0,1000000,S,5
3.645,0,1000000,S,5
3.703,0,970000,B,5
3.727,0,990000,B,5
3.76,0,920000,B,5
3.805,0,970000,B,5
3.825,0,1010000,S,5
3.838,0,1000000,S,5
3.9,0,970000,S,5
3.918,0,1020000,B,5
3.946,0,1010000,S,5
3.971,0,910000,B,5
4.043,0,1030000,S,5
4.084,0,1000000,S,5
4.135,0,930000,S,5
4.238,0,1020000,S,5
4.291,0,1070000,S,5
4.322,0,1000000,B,5
4.386,0,1020000,S,5
4.399,0,980000,S,5
4.471,0,960000,B,5
4.484,0,1080000,S,5
4.516,0,960000,B,5
4.517,0,980000,B,5
4.542,0,1070000,S,5
4.543,0,990000,B,5
4.585,0,990000,B,5
4.638,0,1020000,S,5
4.73,0,1010000,S,5
4.869,0,1090000,S,5
4.878,0,990000,B,5
4.901,0,990000,B,5
5.078,0,950000,B,5
5.155,0,1040000,S,5
5.182,0,1020000,S,5
5.184,0,1040000,S,5
5.203,0,1030000,S,5
5.204,0,950000,B,5
5.239,0,970000,B,5
5.282,0,1030000,B,5
5.321,0,1030000,S,5
5.327,0,960000,B,5
5.397,0,1010000,S,5
5.436,0,940000,B,5
5.443,0,1010000,B,5
5.474,0,1010000,B,5
5.587,0,1020000,S,5
5.706,0,980000,B,5
5.714,0,1000000,S,5
5.744,0,950000,B,5
5.804,0,1030000,S,5
5.864,0,960000,B,5
5.92,0,1030000,B,5
6.006,0,1030000,S,5
6.068,0,930000,B,5
6.081,0,950000,B,5
6.09,0,970000,S,5
6.121,0,1030000,B,5
6.122,0,990000,B,5
6.264,0,1040000,S,5
6.272,0,980000,B,5
6.368,0,940000,B,5
6.618,0,1000000,B,5
6.83,0,1010000,B,5
6.846,0,1000000,S,5
6.903,0,980000,S,5
6.953,0,1010000,S,5
6.957,0,1010000,B,5
6.996,0,960000,B,5
7.026,0,980000,S,5
7.065,0,1030000,S,5
7.137,0,1010000,S,5
7.155,0,1020000,S,5
7.182,0,970000,B,5
7.246,0,1040000,S,5
7.266,0,970000,B,5
7.268,0,1060000,B,5
7.277,0,1010000,B,5
7.286,0,1020000,B,5
7.313,0,1020000,B,5
7.357,0,920000,B,5
7.377,0,990000,S,5
7.497,0,1060000,B,5
7.582,0,1000000,B,5
7.615,0,1010000,S,5
7.622,0,920000,B,5
7.633,0,970000,S,5
7.674,0,960000,B,5
7.72,0,1020000,S,5
7.764,0,980000,B,5
7.791,0,990000,B,5
7.8,0,940000,B,5
7.905,0,970000,B,5
7.92,0,1020000,B,5
7.924,0,1010000,S,5
7.956,0,1020000,S,5
7.971,0,1030000,S,5
8.023,0,1000000,B,5
8.029,0,940000,B,5
8.137,0,980000,B,5
8.203,0,1030000,S,5
8.236,0,980000,B,5
8.32,0,970000,S,5
8.365,0,1030000,B,5
8.415,0,970000,B,5
8.419,0,940000,B,5
8.433,0,980000,B,5
8.459,0,940000,B,5
8.529,0,970000,S,5
8.555,0,990000,S,5
8.569,0,950000,B,5
8.636,0,1030000,B,5
8.736,0,950000,B,5
8.777,0,920000,S,5
8.81,0,1010000,S,5
8.813,0,1000000,B,5
