arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force,fundamental_value
0.233,1,1050000,S,5,993102.872
0.262,1,980000,S,5,993102.872
0.531,1,900000,B,5,993102.872
0.578,1,970000,B,5,993102.872
2.373,1,960000,B,5,993102.872
2.485,1,1000000,B,5,993102.872
2.837,1,1030000,S,5,993102.872
3.192,1,1040000,S,5,993102.872
3.206,1,1000000,S,5,993102.872
3.348,1,1070000,S,5,993102.872
4.325,1,970000,B,5,993102.872
4.54,1,1030000,S,5,993102.872
5.298,1,980000,B,5,993102.872
5.302,1,1020000,S,5,993102.872
5.917,1,1040000,S,5,993102.872
6.186,1,990000,S,5,993102.872
6.853,1,970000,B,5,957988.535
6.944,1,970000,S,5,957988.535
6.996,1,970000,B,5,957988.535
7.079,1,920000,B,5,957988.535
7.105,1,920000,B,5,957988.535
7.538,1,960000,S,5,957988.535
7.719,1,960000,S,5,957988.535
7.786,1,980000,B,5,957988.535
7.848,1,970000,B,5,957988.535
8.113,1,1000000,S,5,957988.535
8.165,1,1010000,S,5,957988.535
8.564,1,910000,B,5,957988.535
8.673,1,950000,B,5,957988.535
8.848,1,990000,S,5,957988.535
8.883,1,950000,S,5,957988.535
9.318,1,990000,S,5,957988.535
9.428,1,960000,B,5,957988.535
9.806,1,1000000,S,5,957988.535
11.019,1,1000000,S,5,957988.535
12.775,1,920000,B,5,957988.535
14.142,1,920000,B,5,957988.535
14.337,1,980000,B,5,957988.535
14.962,1,1020000,B,5,957988.535
16.416,1,980000,S,5,957988.535
16.532,1,980000,S,5,957988.535
16.847,1,980000,S,5,957988.535
17.022,1,1000000,S,5,957988.535
17.25,1,910000,B,5,957988.535
17.362,1,940000,B,5,957988.535
17.824,1,920000,B,5,957988.535
18.084,1,970000,S,5,957988.535
18.491,1,990000,B,5,957988.535
18.559,1,980000,S,5,957988.535
18.565,1,1010000,S,5,957988.535
19.195,1,950000,S,5,957988.535
19.272,1,930000,B,5,957988.535
19.815,1,970000,S,5,957988.535
20.251,1,1000000,S,5,957988.535
20.433,1,950000,S,5,957988.535
20.692,1,970000,S,5,957988.535
21.382,1,990000,S,5,957988.535
21.579,1,990000,B,5,957988.535
21.581,1,910000,B,5,957988.535
21.645,1,930000,S,5,957988.535
21.889,1,950000,B,5,957988.535
22.209,1,990000,S,5,959677.085
22.468,1,930000,B,5,959677.085
24.185,1,960000,B,5,959677.085
24.27,1,1030000,S,5,959677.085
24.704,1,930000,B,5,959677.085
25.16,1,990000,S,5,959677.085
25.503,1,990000,S,5,959677.085
25.565,1,1010000,S,5,959677.085
26.251,1,990000,S,5,959677.085
26.32,1,920000,B,5,959677.085
26.517,1,960000,S,5,959677.085
26.647,1,970000,S,5,959677.085
27.285,1,960000,B,5,959677.085
27.505,1,950000,S,5,959677.085
27.731,1,1020000,S,5,959677.085
28.475,1,920000,B,5,959677.085
32.324,1,1000000,B,5,959677.085
33.227,1,990000,S,5,959677.085
33.893,1,990000,B,5,982989.693
34.711,1,1030000,S,5,982989.693
35.4,1,910000,B,5,938964.926
35.968,1,960000,S,5,938964.926
36.277,1,1000000,S,5,938964.926
36.539,1,970000,S,5,938964.926
36.671,1,970000,S,5,938964.926
37.658,1,910000,B,5,938964.926
37.721,1,890000,B,5,938964.926
37.776,1,970000,S,5,938964.926
38.548,1,870000,B,5,938964.926
39.385,1,1030000,S,5,938964.926
39.685,1,1000000,S,5,938964.926
39.778,1,1000000,S,5,938964.926
39.831,1,970000,B,5,938964.926
39.935,1,940000,B,5,938964.926
40.139,1,890000,B,5,938964.926
40.684,1,990000,S,5,938964.926
41.207,1,960000,S,5,938964.926
41.6,1,940000,B,5,938964.926
41.888,1,970000,S,5,938964.926
42.037,1,940000,S,5,938964.926
42.439,1,960000,B,5,938964.926
42.609,1,980000,S,5,938964.926
43.374,1,980000,S,5,938964.926
43.746,1,900000,B,5,938964.926
44.954,1,980000,B,5,984753.875
44.956,1,970000,B,5,984753.875
46.06,1,960000,B,5,984753.875
46.754,1,980000,S,5,984753.875
47.874,1,980000,S,5,1020817.504
48.416,1,1040000,S,5,1020817.504
49.115,1,1110000,S,5,1040917.277
50.344,1,1030000,B,5,1040917.277
50.887,1,1060000,S,5,1040917.277
51.022,1,980000,B,5,1040917.277
51.102,1,1120000,S,5,1040917.277
51.165,1,1040000,B,5,1040917.277
51.781,1,1020000,B,5,1040917.277
51.867,1,1030000,B,5,1040917.277
52.371,1,1020000,B,5,1040917.277
52.822,1,1000000,B,5,1040917.277
53.477,1,1040000,B,5,1040917.277
54.192,1,1050000,S,5,1040917.277
54.414,1,1030000,S,5,1040917.277
54.674,1,1080000,S,5,1040917.277
55.131,1,1060000,B,5,1040917.277
56.257,1,1080000,S,5,1040917.277
57.343,1,1010000,B,5,1040917.277
58.246,1,1020000,B,5,1040917.277
58.37,1,1050000,B,5,1040917.277
58.56,1,1080000,S,5,1040917.277
59.194,1,1020000,B,5,1040917.277
59.399,1,1080000,S,5,1040917.277
59.878,1,1100000,S,5,1040917.277
61.213,1,1010000,B,5,1040917.277
61.296,1,1080000,S,5,1040917.277
61.381,1,1040000,S,5,1040917.277
