arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force,fundamental_value
0.001,1,980000,B,5,987345.879
0.476,1,1010000,S,5,987345.879
0.98,1,1070000,S,5,987345.879
1.312,1,990000,B,5,987345.879
1.433,1,930000,B,5,987345.879
2.755,1,1020000,S,5,987345.879
3.512,1,1040000,S,5,987345.879
4.416,1,970000,B,5,987345.879
6.05,1,990000,B,5,987345.879
6.217,1,960000,B,5,987345.879
6.619,1,980000,S,5,987345.879
8.024,1,950000,B,5,987345.879
8.037,1,1020000,S,5,987345.879
9.596,1,1020000,S,5,987345.879
9.983,1,1000000,S,5,987345.879
10.046,1,910000,B,5,987345.879
10.115,1,1000000,B,5,987345.879
10.372,1,950000,B,5,987345.879
10.454,1,1000000,S,5,987345.879
10.944,1,940000,B,5,987345.879
10.995,1,990000,B,5,987345.879
11.462,1,960000,B,5,987345.879
12.792,1,1030000,S,5,987345.879
13.029,1,970000,B,5,987345.879
14.27,1,1010000,S,5,987345.879
14.338,1,950000,B,5,987345.879
14.344,1,970000,S,5,987345.879
15.534,1,1000000,B,5,987345.879
15.878,1,1010000,S,5,987345.879
16.1,1,1000000,B,5,987345.879
16.31,1,1070000,S,5,987345.879
16.396,1,930000,B,5,987345.879
16.428,1,1020000,S,5,987345.879
16.591,1,1000000,S,5,987345.879
16.793,1,980000,S,5,987345.879
16.878,1,980000,S,5,987345.879
17.108,1,990000,B,5,987345.879
17.333,1,1060000,S,5,987345.879
17.462,1,940000,B,5,987345.879
17.523,1,960000,B,5,987345.879
18.142,1,960000,B,5,987345.879
18.718,1,970000,S,5,987345.879
20.491,1,1030000,S,5,987345.879
20.738,1,970000,B,5,987345.879
22.665,1,1070000,S,5,1064259.829
23.117,1,1030000,B,5,1064259.829
23.142,1,1030000,B,5,1064259.829
23.282,1,1040000,B,5,1064259.829
23.877,1,980000,B,5,1064259.829
24.058,1,1070000,B,5,1064259.829
24.138,1,1060000,S,5,1064259.829
24.325,1,1080000,S,5,1064259.829
24.497,1,1070000,S,5,1064259.829
24.514,1,1040000,S,5,1064259.829
24.623,1,1110000,S,5,1064259.829
24.839,1,1060000,S,5,1064259.829
25.978,1,1030000,B,5,1064259.829
26.82,1,1080000,S,5,1064259.829
27.003,1,1000000,S,5,1064259.829
27.083,1,1090000,B,5,1064259.829
27.483,1,1100000,S,5,1064259.829
28.254,1,960000,B,5,1064259.829
29.011,1,1040000,B,5,1064259.829
29.469,1,1000000,B,5,1064259.829
29.939,1,1060000,B,5,1064259.829
30.342,1,1030000,S,5,1064259.829
30.908,1,1030000,B,5,1064259.829
31.056,1,1050000,S,5,1064259.829
31.377,1,1050000,B,5,1064259.829
31.462,1,1080000,S,5,1064259.829
32.377,1,1030000,B,5,1064259.829
32.445,1,1080000,S,5,1064259.829
32.45,1,1060000,B,5,1064259.829
32.966,1,1050000,B,5,1064259.829
33.514,1,1110000,B,5,1064259.829
33.537,1,1000000,B,5,1064259.829
34.458,1,1050000,S,5,1064259.829
34.667,1,1070000,B,5,1064259.829
35.716,1,1010000,B,5,1064259.829
36.596,1,1090000,S,5,1064259.829
36.827,1,1080000,B,5,1064259.829
38.029,1,1030000,S,5,1064259.829
38.115,1,1070000,B,5,1064259.829
38.976,1,1140000,S,5,1064259.829
39.065,1,1030000,B,5,1064259.829
39.296,1,970000,B,5,1064259.829
39.561,1,990000,B,5,1064259.829
40.413,1,1060000,S,5,1064259.829
40.788,1,1100000,B,5,1064259.829
42.956,1,980000,B,5,994936.328
43.144,1,1000000,S,5,994936.328
44.507,1,990000,B,5,994936.328
45.013,1,980000,B,5,994936.328
45.35,1,970000,B,5,994936.328
45.424,1,970000,S,5,994936.328
45.629,1,1030000,B,5,994936.328
45.846,1,980000,B,5,994936.328
46.029,1,950000,B,5,994936.328
47.395,1,1010000,S,5,994936.328
47.675,1,1020000,S,5,994936.328
47.799,1,1040000,B,5,994936.328
48.148,1,1010000,S,5,994936.328
49.137,1,1010000,S,5,994936.328
49.94,1,960000,B,5,994936.328
50.213,1,1030000,S,5,994936.328
