arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force,fundamental_value
0.718,1,990000,B,5,1025226.153
1.188,1,1080000,S,5,1025226.153
2.449,1,1010000,B,5,1025226.153
2.69,1,1010000,B,5,1025226.153
4.042,1,1030000,S,5,1025226.153
4.498,1,1060000,S,5,1025226.153
5.488,1,1080000,S,5,1025226.153
6.137,1,1030000,B,5,1025226.153
6.579,1,1060000,S,5,1025226.153
6.776,1,1000000,B,5,1025226.153
7.015,1,1020000,S,5,1025226.153
7.782,1,1000000,B,5,1025226.153
7.854,1,950000,B,5,1025226.153
8.079,1,1020000,B,5,1025226.153
8.593,1,1050000,B,5,1025226.153
8.737,1,1090000,S,5,1025226.153
8.748,1,980000,B,5,1025226.153
8.765,1,1070000,S,5,1025226.153
9.113,1,1010000,B,5,1025226.153
9.257,1,1040000,S,5,1025226.153
9.3,1,1010000,S,5,1025226.153
9.469,1,1000000,S,5,1025226.153
10.038,1,1040000,B,5,1025226.153
10.048,1,1020000,S,5,1025226.153
10.913,1,1010000,B,5,1025226.153
11.736,1,1040000,S,5,1025226.153
12.479,1,980000,B,5,1025226.153
12.734,1,1060000,S,5,1025226.153
12.931,1,1010000,B,5,1025226.153
13.779,1,1040000,B,5,1025226.153
14.619,1,1080000,S,5,1025226.153
16.744,1,1020000,B,5,1025226.153
17.343,1,1060000,B,5,1043844.657
17.567,1,1080000,S,5,1043844.657
18.984,1,1040000,B,5,1016242.489
19.256,1,990000,S,5,1016242.489
20.05,1,1020000,S,5,1016242.489
20.174,1,1010000,S,5,1016242.489
22.504,1,1060000,S,5,1029916.797
23.986,1,990000,B,5,1029916.797
24.206,1,1050000,B,5,1029916.797
24.262,1,1060000,S,5,1029916.797
24.733,1,1030000,B,5,1029916.797
25.173,1,1040000,B,5,1029916.797
26.235,1,990000,B,5,1029916.797
26.25,1,990000,B,5,1029916.797
27.01,1,1080000,B,5,1029916.797
27.194,1,1110000,S,5,1029916.797
27.402,1,1000000,S,5,1029916.797
27.546,1,1010000,S,5,1029916.797
27.857,1,1000000,B,5,1029916.797
29.047,1,1000000,B,5,970459.902
29.405,1,950000,S,5,970459.902
29.632,1,920000,B,5,970459.902
30.753,1,910000,B,5,970459.902
31.156,1,1000000,S,5,970459.902
31.533,1,1010000,S,5,970459.902
32.05,1,960000,B,5,970459.902
32.659,1,980000,S,5,970459.902
32.802,1,970000,B,5,970459.902
33.014,1,980000,B,5,970459.902
33.297,1,930000,B,5,970459.902
33.305,1,920000,B,5,970459.902
33.502,1,950000,B,5,970459.902
34.107,1,920000,B,5,970459.902
