arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force
0.024,0,1000000,S,5
0.039,0,1000000,B,5
0.092,0,990000,S,5
0.177,0,1000000,S,5
0.214,0,960000,B,5
0.231,0,1040000,S,5
0.302,0,1010000,S,5
0.306,0,990000,S,5
0.339,0,1050000,S,5
0.377,0,970000,B,5
0.423,0,1020000,S,5
0.427,0,980000,B,5
0.434,0,1020000,S,5
0.534,0,990000,S,5
0.537,0,1010000,S,5
0.588,0,960000,B,5
0.64,0,950000,B,5
0.666,0,1100000,S,5
0.687,0,1000000,B,5
0.751,0,1060000,S,5
0.763,0,940000,B,5
1.058,0,1030000,S,5
1.069,0,960000,B,5
1.075,0,1020000,S,5
1.246,0,960000,S,5
1.276,0,1010000,B,5
1.318,0,1000000,B,5
1.363,0,990000,B,5
1.41,0,1000000,S,5
1.458,0,980000,B,5
1.541,0,1000000,S,5
1.566,0,1010000,S,5
1.581,0,950000,B,5
1.609,0,960000,B,5
1.615,0,1010000,B,5
1.624,0,960000,B,5
1.647,0,990000,S,5
1.653,0,1090000,S,5
1.681,0,990000,B,5
1.737,0,1020000,B,5
1.746,0,1050000,S,5
1.777,0,990000,B,5
1.827,0,950000,B,5
1.965,0,1000000,B,5
1.985,0,980000,B,5
2.126,0,1010000,S,5
2.285,0,1000000,S,5
2.323,0,980000,B,5
2.391,0,1000000,B,5
2.405,0,940000,B,5
2.432,0,930000,B,5
2.444,0,1060000,S,5
2.578,0,980000,B,5
2.622,0,1010000,B,5
2.647,0,1070000,S,5
2.736,0,1020000,S,5
2.737,0,1050000,S,5
2.791,0,1020000,B,5
2.911,0,1030000,S,5
2.959,0,1050000,S,5
2.995,0,1010000,B,5
3.05,0,980000,B,5
3.063,0,1050000,S,5
3.072,0,980000,B,5
3.082,0,960000,B,5
3.099,0,1040000,S,5
3.143,0,970000,B,5
3.148,0,1020000,S,5
3.206,0,1040000,S,5
3.237,0,1010000,B,5
3.257,0,980000,B,5
3.262,0,1010000,B,5
3.306,0,970000,B,5
3.31,0,990000,B,5
3.378,0,970000,B,5
3.442,0,990000,S,5
3.522,0,1050000,B,5
3.554,0,1000000,S,5
3.6,0,990000,B,5
3.638,0,930000,B,5
3.655,0,1000000,B,5
3.77,0,950000,B,5
3.797,0,1000000,S,5
3.829,0,1020000,S,5
3.85,0,990000,S,5
4.166,0,990000,S,5
4.23,0,1030000,S,5
4.243,0,940000,B,5
4.259,0,980000,S,5
4.363,0,1060000,S,5
4.367,0,1040000,S,5
4.447,0,950000,B,5
4.513,0,1020000,S,5
4.514,0,1040000,S,5
4.516,0,910000,B,5
4.55,0,1060000,S,5
4.645,0,1000000,S,5
4.815,0,1020000,S,5
4.825,0,990000,S,5
4.827,0,970000,S,5
4.88,0,1000000,B,5
4.912,0,1070000,S,5
5.001,0,980000,B,5
5.066,0,960000,B,5
5.067,0,980000,S,5
5.095,0,990000,S,5
5.113,0,1040000,S,5
5.17,0,1010000,B,5
5.22,0,1070000,S,5
5.234,0,1050000,S,5
5.291,0,1000000,S,5
5.32,0,960000,B,5
5.341,0,1040000,B,5
5.372,0,1020000,S,5
5.419,0,980000,B,5
5.616,0,1000000,B,5
5.663,0,980000,B,5
5.665,0,1020000,B,5
5.68,0,970000,B,5
5.686,0,1040000,S,5
5.707,0,960000,B,5
5.803,0,1020000,B,5
5.828,0,1030000,S,5
5.861,0,1010000,S,5
5.864,0,920000,B,5
5.878,0,950000,B,5
5.97,0,1000000,S,5
5.983,0,1070000,S,5
6.084,0,930000,B,5
6.168,0,1060000,B,5
6.204,0,1000000,B,5
6.217,0,960000,B,5
6.248,0,990000,B,5
6.253,0,940000,B,5
6.313,0,980000,B,5
6.367,0,970000,S,5
6.397,0,1010000,B,5
6.462,0,1040000,B,5
6.546,0,1020000,S,5
6.585,0,980000,S,5
6.595,0,1020000,B,5
6.636,0,990000,S,5
6.691,0,990000,B,5
6.698,0,1020000,S,5
6.774,0,950000,B,5
6.866,0,1010000,S,5
6.908,0,970000,B,5
6.96,0,980000,B,5
6.963,0,1050000,B,5
7.057,0,990000,B,5
7.134,0,970000,S,5
7.249,0,1010000,S,5
7.254,0,1010000,B,5
7.262,0,980000,B,5
7.277,0,1030000,S,5
7.32,0,990000,B,5
7.337,0,970000,B,5
7.343,0,970000,B,5
7.392,0,980000,B,5
7.454,0,1000000,S,5
7.466,0,980000,B,5
7.469,0,1040000,S,5
7.553,0,1010000,B,5
7.56,0,970000,B,5
7.7,0,1010000,B,5
7.81,0,950000,B,5
7.814,0,950000,B,5
7.834,0,990000,B,5
7.852,0,1020000,S,5
7.99,0,1050000,S,5
8.031,0,940000,S,5
8.05,0,1010000,S,5
8.058,0,940000,B,5
8.096,0,1010000,B,5
8.107,0,990000,B,5
8.112,0,990000,S,5
8.113,0,970000,B,5
8.115,0,1050000,S,5
8.196,0,1020000,B,5
8.236,0,970000,B,5
8.314,0,1040000,S,5
8.373,0,1010000,B,5
8.411,0,960000,B,5
8.454,0,1000000,S,5
8.463,0,950000,B,5
