arrival_time,price
0.269,890000
0.672,870000
1.08,890000
1.098,900000
1.116,910000
1.174,920000
1.281,920000
1.302,940000
1.33,960000
1.682,1060000
2.559,1040000
2.698,1030000
2.813,1040000
2.947,1060000
3.848,1050000
4.641,1050000
4.693,1050000
5.493,1040000
5.556,1050000
5.673,1050000
6.398,1050000
6.486,1050000
6.594,1050000
6.772,1060000
6.833,1060000
6.866,1060000
7.118,1060000
7.277,1060000
7.455,1050000
8.241,1060000
9.152,1060000
9.335,1060000
9.453,1070000
9.741,1060000
9.771,1060000
10.197,1060000
10.313,1070000
10.479,1070000
10.603,1070000
10.968,1060000
11.09,1070000
11.596,1060000
11.675,1070000
11.977,1080000
12.015,1060000
12.026,1080000
12.053,1060000
12.711,1060000
13.209,1060000
13.24,1060000
13.539,1060000
13.576,1070000
13.624,1060000
13.922,1070000
14.296,1070000
14.574,1060000
14.815,1070000
14.864,1080000
15.123,1050000
15.87,1060000
16.654,1060000
17.177,1060000
17.207,1060000
17.27,1060000
17.294,1070000
17.393,1070000
17.705,1070000
17.922,1070000
18.037,1070000
18.049,1070000
18.311,1060000
19.459,1070000
19.598,1080000
19.841,1060000
19.862,1060000
19.942,1060000
20.273,1060000
20.607,1060000
20.628,1060000
20.707,1050000
20.867,1050000
20.888,1050000
20.891,1040000
21.096,1040000
21.111,1040000
21.289,1040000
22.078,1040000
22.196,1040000
22.242,1030000
23.505,1040000
23.511,1030000
23.67,1030000
23.766,1030000
23.866,1030000
24.498,1040000
24.759,1040000
25.109,1040000
25.247,1030000
25.353,1040000
25.497,1030000
25.506,1020000
26.002,1030000
26.06,1030000
26.129,1020000
26.291,1040000
26.299,1020000
26.389,1040000
26.946,1040000
26.965,1040000
27.13,1030000
27.283,1030000
27.867,1020000
28.437,1020000
28.7,1020000
28.788,1030000
28.81,1030000
29.01,1020000
29.123,1040000
29.245,1020000
29.857,1020000
30.006,1030000
30.989,1020000
31.098,1020000
31.611,1020000
31.872,1020000
31.954,1020000
32.923,1030000
33.29,1030000
33.345,1030000
33.424,1030000
33.68,1030000
33.933,1020000
34.391,1020000
34.408,1020000
34.631,1020000
35.152,1020000
35.291,1020000
35.962,1020000
36.183,1020000
36.286,1020000
36.562,1020000
36.748,1010000
36.808,1010000
37.301,1030000
37.579,1030000
37.673,1010000
37.843,1020000
38.173,1010000
38.348,1010000
38.751,1020000
38.752,1010000
39.401,1010000
39.587,1010000
39.682,1020000
39.811,1020000
39.954,1020000
40.056,1010000
40.239,1010000
40.482,1010000
40.532,1010000
40.722,1010000
41.047,1010000
41.209,1010000
41.415,1020000
42.06,1000000
42.671,1000000
43.144,1000000
43.503,1010000
43.71,1010000
43.805,1010000
44.002,1020000
44.419,1020000
44.576,1010000
44.645,1010000
44.65,1000000
45.029,1010000
45.411,1020000
45.438,1020000
45.447,1010000
45.582,1020000
46.082,1020000
46.201,1000000
47.008,1000000
47.513,1000000
48.444,1010000
48.619,1010000
48.695,1010000
48.988,1010000
49.046,1000000
49.395,1000000
49.57,1000000
49.628,1000000
50.14,990000
50.171,990000
50.367,990000
50.394,1000000
50.546,990000
51.434,1000000
51.435,1000000
51.612,1000000
51.615,1000000
52.161,990000
52.203,990000
52.687,990000
52.69,1000000
53.81,990000
54.267,1000000
54.39,1000000
54.6,1000000
54.657,1000000
54.793,1000000
55.008,1000000
55.359,1010000
55.702,990000
56.705,1010000
57.066,1000000
57.701,990000
58.251,990000
58.264,990000
58.557,990000
58.651,990000
59.037,1000000
59.063,980000
59.226,980000
59.771,1000000
60.184,990000
60.253,990000
60.465,980000
60.578,980000
60.731,980000
60.829,990000
60.956,1000000
62.034,980000
62.086,1000000
62.509,980000
62.565,1000000
63.034,1000000
63.689,1000000
64.525,1000000
65.214,1000000
65.343,1000000
65.419,1000000
65.465,990000
65.519,1000000
65.528,1000000
65.676,990000
66.128,990000
66.238,990000
66.613,990000
66.869,990000
66.921,990000
67.092,1000000
67.59,1000000
67.977,1000000
68.614,990000
68.846,990000
69.009,990000
69.362,1000000
69.553,1010000
69.584,1010000
69.675,1010000
70.082,1010000
70.177,1010000
70.957,990000
71.158,990000
71.287,990000
71.336,990000
72.257,990000
72.505,990000
72.835,990000
73.451,990000
73.708,990000
73.857,1000000
73.877,1000000
75.35,1000000
75.509,1000000
75.58,1000000
76.449,1000000
76.567,1000000
76.971,1000000
77.639,1000000
77.665,1000000
78.104,1000000
78.113,1000000
78.309,1010000
78.596,1010000
78.719,1010000
78.874,1000000
78.929,1000000
79.893,1010000
79.929,990000
79.977,990000
80.001,990000
80.488,1000000
80.606,990000
80.675,990000
80.842,980000
80.993,990000
81.492,1010000
82.293,1010000
82.365,1010000
83.394,1010000
83.43,1010000
83.524,1010000
83.562,1010000
83.916,1010000
83.968,1010000
83.973,1010000
84.384,1020000
84.423,1010000
84.515,1020000
84.618,1020000
84.645,1010000
84.686,1000000
84.995,1010000
85.21,1010000
85.336,1010000
85.461,1000000
85.604,1000000
85.759,1000000
85.878,1000000
86.776,1000000
87.898,1020000
87.91,1020000
87.935,1020000
88.099,1020000
88.29,1010000
88.593,1010000
88.915,1010000
89.021,1010000
89.217,1010000
89.371,1010000
89.472,1010000
89.568,1010000
89.777,1020000
90.339,1000000
90.378,1020000
91.932,1000000
92.482,1000000
92.657,1000000
92.823,1000000
93.226,1000000
93.525,1000000
93.91,1000000
94.032,1000000
94.214,1000000
95.023,1000000
95.048,1000000
95.17,1000000
95.56,1000000
95.835,1010000
95.897,1010000
96.371,1010000
96.389,1010000
96.547,1010000
96.586,1000000
96.818,1000000
97.173,1000000
97.415,1000000
97.549,1000000
97.588,1000000
97.927,1010000
98.194,1010000
98.572,1000000
98.576,1000000
98.624,1000000
98.737,1000000
99.556,1000000
100.368,1000000
100.561,1000000
100.578,1000000
100.637,1000000
100.906,1000000
101.124,1000000
