arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force
0.216,0,1040000,S,5
0.462,0,990000,B,5
0.53,0,960000,B,5
0.596,0,1000000,B,5
0.652,0,1050000,S,5
0.801,0,1050000,S,5
0.828,0,990000,B,5
0.858,0,1010000,B,5
0.957,0,960000,B,5
1.02,0,1050000,S,5
1.038,0,1000000,S,5
1.087,0,990000,B,5
1.119,0,960000,B,5
1.232,0,980000,S,5
1.28,0,970000,B,5
1.337,0,1060000,B,5
1.708,0,1030000,S,5
1.813,0,1020000,S,5
1.844,0,980000,B,5
1.903,0,1050000,S,5
1.904,0,1000000,S,5
1.927,0,1030000,S,5
1.941,0,1080000,S,5
1.957,0,980000,S,5
1.993,0,1020000,S,5
2.028,0,1050000,S,5
2.268,0,1050000,S,5
2.358,0,1000000,S,5
2.46,0,990000,B,5
2.523,0,950000,B,5
2.635,0,1010000,S,5
2.76,0,950000,B,5
2.892,0,930000,B,5
3.12,0,980000,B,5
3.124,0,980000,B,5
3.337,0,920000,B,5
3.613,0,990000,B,5
3.951,0,940000,B,5
4.114,0,1020000,B,5
4.174,0,1060000,S,5
4.275,0,1000000,B,5
4.449,0,980000,B,5
4.502,0,940000,B,5
4.509,0,1020000,S,5
4.653,0,1000000,S,5
4.689,0,920000,B,5
5.068,0,1060000,S,5
5.188,0,1040000,S,5
5.191,0,960000,B,5
5.35,0,1040000,S,5
5.7,0,990000,S,5
5.755,0,1010000,S,5
6.005,0,980000,B,5
6.042,0,1000000,S,5
6.048,0,1000000,B,5
6.132,0,990000,B,5
6.5,0,980000,B,5
6.513,0,1040000,S,5
6.521,0,1080000,B,5
6.529,0,1080000,S,5
6.659,0,1000000,S,5
6.725,0,970000,B,5
6.883,0,1000000,B,5
6.996,0,1000000,B,5
7.065,0,1010000,S,5
7.082,0,1060000,S,5
7.088,0,1010000,S,5
7.177,0,990000,S,5
7.286,0,1020000,S,5
7.341,0,1020000,S,5
7.429,0,1030000,S,5
7.499,0,1040000,S,5
7.594,0,970000,B,5
7.603,0,960000,B,5
7.766,0,1020000,B,5
7.885,0,1050000,S,5
7.893,0,990000,S,5
8.226,0,990000,B,5
8.896,0,1010000,S,5
8.933,0,1040000,S,5
9.012,0,990000,S,5
9.214,0,1020000,B,5
9.276,0,1010000,S,5
9.288,0,990000,S,5
9.339,0,970000,B,5
9.415,0,1050000,S,5
9.538,0,1010000,S,5
9.589,0,960000,S,5
9.675,0,1070000,S,5
9.91,0,990000,B,5
9.936,0,1010000,S,5
10.025,0,950000,B,5
10.029,0,1010000,S,5
10.031,0,970000,B,5
10.183,0,940000,B,5
10.232,0,1000000,B,5
10.351,0,1060000,S,5
10.438,0,1010000,B,5
10.44,0,970000,S,5
10.5,0,970000,B,5
10.52,0,960000,S,5
10.707,0,940000,B,5
10.744,0,960000,B,5
10.836,0,930000,B,5
10.963,0,1060000,S,5
11.11,0,960000,B,5
11.245,0,980000,B,5
11.267,0,960000,B,5
11.311,0,1050000,S,5
11.728,0,970000,B,5
11.771,0,1040000,S,5
11.857,0,1000000,B,5
12.05,0,1050000,S,5
12.154,0,1080000,S,5
12.254,0,950000,B,5
12.309,0,990000,B,5
12.438,0,1000000,B,5
12.473,0,1030000,S,5
12.533,0,1000000,S,5
12.631,0,990000,B,5
12.66,0,1020000,B,5
12.726,0,1030000,S,5
12.738,0,1060000,S,5
12.792,0,970000,B,5
12.901,0,1010000,S,5
13.031,0,990000,B,5
13.046,0,940000,B,5
13.047,0,1010000,B,5
13.055,0,1010000,S,5
13.424,0,1010000,B,5
13.539,0,1050000,S,5
13.649,0,1020000,B,5
13.652,0,1030000,S,5
13.673,0,1000000,B,5
13.756,0,980000,S,5
13.918,0,1000000,S,5
13.924,0,1000000,B,5
14.154,0,1090000,S,5
14.309,0,980000,S,5
14.347,0,1000000,B,5
14.413,0,910000,B,5
14.531,0,1000000,B,5
14.588,0,1030000,S,5
14.658,0,1020000,B,5
14.677,0,980000,S,5
14.693,0,1020000,S,5
14.725,0,1000000,S,5
14.782,0,940000,S,5
14.784,0,1020000,S,5
15.073,0,1000000,S,5
15.085,0,1010000,S,5
15.096,0,1020000,S,5
15.342,0,960000,B,5
15.516,0,1010000,S,5
15.597,0,1040000,S,5
15.669,0,1010000,S,5
15.723,0,1050000,S,5
15.759,0,1020000,S,5
15.771,0,1010000,B,5
15.982,0,1030000,S,5
15.982,0,1050000,S,5
16.043,0,1020000,S,5
16.115,0,990000,S,5
16.234,0,980000,B,5
16.315,0,1030000,S,5
16.399,0,1010000,S,5
16.466,0,1010000,S,5
16.485,0,1000000,B,5
16.719,0,1050000,S,5
16.862,0,1010000,S,5
16.923,0,990000,S,5
17.17,0,1030000,B,5
17.358,0,1050000,S,5
17.435,0,980000,B,5
17.618,0,1020000,S,5
17.64,0,1050000,S,5
17.679,0,1050000,S,5
17.813,0,990000,B,5
17.835,0,980000,B,5
17.855,0,950000,B,5
17.871,0,1020000,B,5
17.884,0,1070000,S,5
17.899,0,910000,B,5
17.977,0,1060000,S,5
18.12,0,1050000,S,5
18.15,0,1000000,S,5
18.156,0,940000,B,5
18.321,0,1030000,S,5
18.336,0,1010000,S,5
18.383,0,980000,S,5
18.405,0,900000,B,5
18.843,0,970000,B,5
19.017,0,990000,B,5
19.115,0,1030000,S,5
19.173,0,970000,B,5
19.287,0,990000,B,5
19.414,0,970000,S,5
19.445,0,990000,S,5
19.448,0,1010000,B,5
19.449,0,960000,B,5
19.703,0,1080000,S,5
19.821,0,1030000,B,5
19.927,0,1010000,S,5
20.008,0,960000,B,5
20.014,0,1060000,S,5
20.199,0,1060000,S,5
20.249,0,990000,S,5
20.282,0,1020000,S,5
20.479,0,980000,B,5
20.528,0,960000,B,5
20.538,0,1010000,B,5
20.617,0,1000000,S,5
20.704,0,1000000,S,5
20.941,0,1010000,S,5
20.971,0,1050000,S,5
21.002,0,990000,B,5
21.015,0,920000,B,5
21.041,0,1000000,S,5
21.069,0,1020000,B,5
21.226,0,1010000,B,5
21.366,0,1000000,B,5
21.372,0,1010000,B,5
21.458,0,1050000,S,5
21.464,0,1040000,B,5
21.466,0,1020000,S,5
21.609,0,1010000,S,5
21.668,0,990000,S,5
21.79,0,980000,B,5
21.819,0,1010000,S,5
21.993,0,920000,B,5
22.016,0,980000,S,5
22.045,0,940000,B,5
22.151,0,1070000,S,5
22.279,0,1040000,S,5
22.348,0,980000,S,5
22.672,0,1000000,B,5
22.694,0,1040000,S,5
22.869,0,990000,B,5
22.912,0,1000000,S,5
22.924,0,940000,B,5
22.949,0,1040000,B,5
23.01,0,960000,B,5
23.062,0,1020000,S,5
23.11,0,960000,S,5
23.167,0,950000,S,5
23.374,0,980000,B,5
23.484,0,1030000,S,5
23.499,0,1020000,S,5
23.51,0,1030000,B,5
23.632,0,960000,B,5
23.652,0,960000,B,5
24.052,0,1020000,B,5
24.266,0,980000,S,5
24.357,0,990000,B,5
24.419,0,940000,B,5
24.513,0,970000,S,5
24.585,0,1020000,S,5
24.617,0,1020000,S,5
24.66,0,1030000,S,5
24.906,0,1000000,B,5
25.003,0,1050000,S,5
25.012,0,1030000,S,5
25.046,0,1040000,S,5
25.058,0,990000,B,5
25.294,0,1020000,S,5
25.302,0,960000,B,5
25.388,0,980000,S,5
25.407,0,1010000,S,5
25.513,0,940000,B,5
25.592,0,1040000,B,5
25.61,0,1020000,S,5
25.659,0,970000,B,5
25.667,0,990000,B,5
25.725,0,940000,B,5
25.736,0,1010000,S,5
25.822,0,960000,B,5
25.891,0,1120000,S,5
26.061,0,1010000,S,5
26.077,0,940000,B,5
26.124,0,1040000,B,5
26.306,0,1050000,B,5
26.307,0,1050000,S,5
26.47,0,1010000,S,5
26.54,0,1000000,S,5
26.613,0,1000000,S,5
26.623,0,1030000,S,5
26.829,0,980000,S,5
26.835,0,960000,B,5
27.009,0,990000,B,5
27.066,0,1000000,S,5
27.132,0,1000000,S,5
27.155,0,1000000,S,5
27.206,0,980000,B,5
27.272,0,980000,B,5
27.513,0,1010000,B,5
27.799,0,1030000,S,5
27.812,0,1010000,S,5
27.853,0,1010000,S,5
28.012,0,1030000,B,5
28.105,0,990000,B,5
28.333,0,1000000,S,5
28.548,0,1010000,B,5
28.771,0,1010000,S,5
28.81,0,1000000,B,5
28.88,0,960000,B,5
28.886,0,1000000,B,5
29.028,0,990000,S,5
29.097,0,1050000,S,5
29.108,0,980000,B,5
29.175,0,1020000,S,5
29.184,0,1050000,B,5
29.363,0,1010000,B,5
29.543,0,990000,B,5
29.581,0,990000,B,5
29.865,0,960000,B,5
30.188,0,1000000,B,5
30.278,0,1040000,S,5
30.296,0,1050000,B,5
30.468,0,1000000,S,5
30.508,0,1010000,S,5
30.518,0,1030000,S,5
30.525,0,1030000,S,5
30.952,0,970000,B,5
30.97,0,990000,S,5
31.006,0,970000,B,5
31.121,0,1000000,B,5
31.251,0,980000,B,5
31.418,0,990000,S,5
31.473,0,1060000,S,5
31.484,0,970000,B,5
31.519,0,1000000,S,5
31.535,0,1040000,B,5
31.641,0,1030000,S,5
31.677,0,960000,B,5
31.861,0,980000,B,5
32.104,0,970000,B,5
32.115,0,1010000,S,5
32.149,0,950000,B,5
32.262,0,1000000,S,5
32.299,0,1040000,S,5
32.37,0,970000,B,5
32.387,0,1010000,S,5
32.402,0,990000,B,5
32.495,0,1010000,B,5
32.676,0,930000,B,5
32.836,0,1040000,S,5
32.871,0,970000,S,5
32.897,0,1000000,S,5
33.121,0,920000,B,5
33.163,0,910000,B,5
33.229,0,1020000,S,5
33.279,0,990000,S,5
33.46,0,990000,B,5
33.533,0,930000,B,5
33.543,0,1010000,S,5
33.576,0,1010000,B,5
33.644,0,1030000,S,5
33.725,0,980000,B,5
33.738,0,940000,B,5
33.778,0,990000,B,5
33.884,0,1030000,S,5
33.9,0,1020000,B,5
33.945,0,1000000,S,5
33.957,0,950000,B,5
34.145,0,970000,B,5
34.471,0,1000000,B,5
34.837,0,1020000,S,5
34.862,0,970000,B,5
35.071,0,1020000,S,5
35.273,0,1030000,S,5
35.464,0,990000,S,5
35.517,0,1000000,B,5
35.662,0,960000,B,5
35.758,0,1020000,B,5
35.909,0,990000,B,5
35.938,0,1000000,S,5
36.031,0,980000,S,5
36.49,0,980000,B,5
36.543,0,980000,B,5
36.581,0,990000,B,5
36.619,0,980000,B,5
36.641,0,970000,S,5
36.645,0,1020000,B,5
36.851,0,990000,B,5
36.916,0,990000,S,5
36.951,0,950000,B,5
36.976,0,1030000,S,5
37.061,0,990000,S,5
37.185,0,990000,B,5
37.205,0,1040000,S,5
37.265,0,930000,B,5
37.276,0,970000,B,5
37.427,0,960000,B,5
37.564,0,1030000,B,5
37.807,0,1020000,S,5
37.875,0,1010000,B,5
37.953,0,980000,B,5
37.967,0,990000,S,5
38.071,0,980000,B,5
38.182,0,1040000,S,5
38.349,0,1020000,S,5
38.451,0,1020000,S,5
38.532,0,1030000,S,5
38.629,0,1080000,S,5
38.66,0,1000000,S,5
38.752,0,960000,B,5
38.924,0,960000,B,5
38.952,0,1010000,S,5
38.954,0,990000,S,5
39.105,0,1030000,S,5
39.116,0,1000000,S,5
39.433,0,1000000,S,5
39.461,0,1000000,S,5
39.476,0,1000000,B,5
39.547,0,1000000,S,5
39.878,0,1020000,S,5
39.924,0,990000,S,5
40.304,0,980000,B,5
40.333,0,1010000,S,5
40.547,0,1050000,S,5
40.614,0,1030000,B,5
40.647,0,950000,B,5
40.691,0,990000,B,5
40.785,0,1020000,S,5
40.915,0,1020000,B,5
40.962,0,1030000,S,5
40.965,0,980000,B,5
41.158,0,960000,B,5
41.233,0,960000,B,5
41.246,0,1000000,S,5
41.651,0,940000,B,5
41.736,0,980000,B,5
41.769,0,1000000,S,5
41.851,0,1000000,B,5
41.892,0,1020000,S,5
41.895,0,1090000,S,5
42.144,0,1040000,S,5
42.174,0,950000,B,5
42.208,0,890000,B,5
42.32,0,1000000,B,5
42.411,0,980000,B,5
42.62,0,1030000,S,5
42.794,0,990000,S,5
42.805,0,960000,B,5
42.925,0,970000,B,5
42.949,0,1080000,S,5
42.989,0,970000,S,5
43.129,0,1010000,B,5
43.219,0,990000,S,5
43.278,0,980000,B,5
43.294,0,1010000,B,5
43.338,0,990000,S,5
43.339,0,1040000,S,5
43.361,0,1040000,S,5
43.469,0,960000,B,5
43.476,0,1040000,B,5
43.521,0,960000,B,5
43.668,0,1020000,B,5
43.701,0,1020000,S,5
43.868,0,960000,B,5
44.266,0,990000,S,5
44.281,0,950000,B,5
44.443,0,1030000,S,5
44.459,0,1070000,S,5
44.489,0,990000,B,5
44.723,0,960000,B,5
44.791,0,1010000,B,5
44.821,0,990000,B,5
44.824,0,990000,B,5
44.857,0,1000000,S,5
44.892,0,950000,B,5
44.949,0,1020000,S,5
45.08,0,1050000,S,5
45.099,0,970000,B,5
45.371,0,1010000,B,5
45.41,0,940000,B,5
45.547,0,990000,B,5
45.744,0,980000,B,5
45.807,0,1030000,B,5
46.01,0,1030000,B,5
46.136,0,1040000,S,5
46.14,0,1020000,S,5
46.233,0,1040000,S,5
46.235,0,1000000,B,5
46.255,0,1020000,S,5
46.586,0,1060000,S,5
46.661,0,1020000,S,5
46.694,0,1010000,S,5
46.751,0,1030000,S,5
46.764,0,1000000,B,5
46.781,0,1040000,S,5
46.948,0,1050000,S,5
47.164,0,1000000,B,5
47.271,0,1010000,S,5
47.285,0,1040000,B,5
47.428,0,1010000,S,5
47.523,0,1020000,S,5
47.527,0,1030000,B,5
47.543,0,960000,B,5
47.581,0,980000,B,5
47.67,0,1030000,S,5
47.679,0,1010000,S,5
47.736,0,1000000,S,5
48.047,0,950000,B,5
48.048,0,1040000,S,5
48.162,0,1010000,B,5
48.202,0,950000,B,5
48.308,0,940000,B,5
48.351,0,990000,B,5
48.418,0,1000000,S,5
48.582,0,1010000,B,5
48.636,0,1040000,S,5
48.636,0,1050000,B,5
48.663,0,970000,B,5
48.93,0,1020000,S,5
48.952,0,1020000,S,5
48.967,0,980000,B,5
49.116,0,990000,B,5
49.244,0,1050000,S,5
49.297,0,1060000,S,5
49.39,0,1020000,S,5
49.402,0,1010000,B,5
49.449,0,950000,B,5
49.463,0,1010000,S,5
49.692,0,1000000,B,5
49.701,0,1020000,S,5
49.903,0,1010000,S,5
49.914,0,990000,S,5
49.975,0,1000000,S,5
50.041,0,1010000,S,5
50.052,0,990000,B,5
50.505,0,1050000,S,5
50.617,0,980000,S,5
50.637,0,1030000,S,5
50.645,0,1010000,B,5
50.783,0,930000,B,5
50.895,0,1010000,S,5
50.925,0,990000,B,5
51.14,0,960000,B,5
51.296,0,980000,B,5
51.331,0,1010000,B,5
51.384,0,1030000,S,5
51.395,0,1010000,S,5
51.513,0,940000,B,5
51.582,0,1050000,S,5
51.612,0,950000,B,5
51.709,0,950000,B,5
51.736,0,1020000,S,5
51.82,0,950000,B,5
52.034,0,990000,S,5
52.088,0,1010000,B,5
52.177,0,1010000,S,5
52.189,0,950000,B,5
52.206,0,990000,S,5
52.481,0,1080000,S,5
52.499,0,940000,B,5
52.517,0,1020000,S,5
52.627,0,980000,B,5
52.627,0,1020000,S,5
52.681,0,1030000,S,5
52.87,0,1010000,B,5
52.872,0,1040000,S,5
52.873,0,930000,B,5
53.001,0,1010000,S,5
53.011,0,980000,B,5
53.183,0,930000,B,5
53.197,0,960000,B,5
53.303,0,950000,B,5
53.319,0,910000,B,5
53.697,0,1000000,S,5
53.697,0,980000,S,5
53.76,0,950000,B,5
53.787,0,980000,S,5
54.053,0,1050000,S,5
54.075,0,970000,B,5
54.105,0,1010000,S,5
54.161,0,940000,B,5
54.22,0,990000,B,5
54.243,0,990000,S,5
54.271,0,1000000,S,5
54.322,0,1040000,S,5
54.386,0,970000,B,5
54.589,0,1050000,B,5
54.709,0,1000000,B,5
54.739,0,1020000,S,5
54.866,0,1020000,S,5
55.098,0,1030000,S,5
55.554,0,980000,B,5
55.592,0,1030000,B,5
55.677,0,920000,B,5
55.708,0,1000000,S,5
55.901,0,1050000,B,5
55.983,0,1040000,S,5
56.032,0,980000,S,5
56.153,0,1020000,S,5
56.426,0,1010000,B,5
56.556,0,990000,S,5
56.561,0,990000,B,5
56.585,0,1100000,S,5
56.665,0,1020000,S,5
56.837,0,980000,B,5
57.04,0,1010000,S,5
57.047,0,1010000,S,5
57.05,0,970000,B,5
57.186,0,1020000,S,5
57.304,0,1040000,S,5
57.401,0,1010000,S,5
57.425,0,970000,B,5
57.658,0,980000,B,5
57.735,0,990000,S,5
57.899,0,940000,B,5
58.122,0,1000000,S,5
58.125,0,1040000,S,5
58.253,0,990000,B,5
58.31,0,970000,S,5
58.364,0,1010000,B,5
58.364,0,1020000,B,5
58.381,0,1020000,S,5
